id;Entity;Code;Year;Death_rate
ALB1987;Albania;ALB;1987;331.37842
ALB1988;Albania;ALB;1988;333.6215
ALB1989;Albania;ALB;1989;339.1301
ALB1992;Albania;ALB;1992;289.6585
ALB1993;Albania;ALB;1993;264.37045
ALB1994;Albania;ALB;1994;236.3284
ALB1995;Albania;ALB;1995;290.53366
ALB1996;Albania;ALB;1996;314.9575
ALB1997;Albania;ALB;1997;281.10385
ALB1998;Albania;ALB;1998;314.32132
ALB1999;Albania;ALB;1999;288.9499
ALB2000;Albania;ALB;2000;349.8244
ALB2001;Albania;ALB;2001;277.15262
ALB2002;Albania;ALB;2002;298.93408
ALB2003;Albania;ALB;2003;328.60852
ALB2004;Albania;ALB;2004;312.56067
ALB2005;Albania;ALB;2005;294.53677
ALB2006;Albania;ALB;2006;281.12512
ALB2007;Albania;ALB;2007;239.36775
ALB2008;Albania;ALB;2008;279.01453
ALB2009;Albania;ALB;2009;264.95486
ALB2010;Albania;ALB;2010;184.45703
ATG1961;Antigua and Barbuda;ATG;1961;378.4812
ATG1962;Antigua and Barbuda;ATG;1962;381.81592
ATG1963;Antigua and Barbuda;ATG;1963;401.75586
ATG1964;Antigua and Barbuda;ATG;1964;357.03195
ATG1966;Antigua and Barbuda;ATG;1966;470.8961
ATG1969;Antigua and Barbuda;ATG;1969;318.32715
ATG1970;Antigua and Barbuda;ATG;1970;554.5336
ATG1971;Antigua and Barbuda;ATG;1971;565.9357
ATG1972;Antigua and Barbuda;ATG;1972;597.7632
ATG1973;Antigua and Barbuda;ATG;1973;579.50885
ATG1974;Antigua and Barbuda;ATG;1974;628.1369
ATG1975;Antigua and Barbuda;ATG;1975;587.698
ATG1976;Antigua and Barbuda;ATG;1976;617.3869
ATG1977;Antigua and Barbuda;ATG;1977;573.5276
ATG1978;Antigua and Barbuda;ATG;1978;408.92725
ATG1983;Antigua and Barbuda;ATG;1983;269.01956
ATG1985;Antigua and Barbuda;ATG;1985;337.97183
ATG1986;Antigua and Barbuda;ATG;1986;308.56305
ATG1987;Antigua and Barbuda;ATG;1987;334.39246
ATG1988;Antigua and Barbuda;ATG;1988;362.64005
ATG1989;Antigua and Barbuda;ATG;1989;264.45505
ATG1990;Antigua and Barbuda;ATG;1990;302.57874
ATG1991;Antigua and Barbuda;ATG;1991;265.8481
ATG1992;Antigua and Barbuda;ATG;1992;306.7622
ATG1993;Antigua and Barbuda;ATG;1993;298.78052
ATG1994;Antigua and Barbuda;ATG;1994;266.757
ATG1995;Antigua and Barbuda;ATG;1995;268.94742
ATG1998;Antigua and Barbuda;ATG;1998;282.2647
ATG1999;Antigua and Barbuda;ATG;1999;294.9562
ATG2000;Antigua and Barbuda;ATG;2000;213.94537
ATG2001;Antigua and Barbuda;ATG;2001;235.6646
ATG2002;Antigua and Barbuda;ATG;2002;215.96507
ATG2003;Antigua and Barbuda;ATG;2003;257.58002
ATG2004;Antigua and Barbuda;ATG;2004;238.383
ATG2005;Antigua and Barbuda;ATG;2005;255.59813
ATG2006;Antigua and Barbuda;ATG;2006;221.31737
ATG2007;Antigua and Barbuda;ATG;2007;199.60213
ATG2008;Antigua and Barbuda;ATG;2008;221.87457
ATG2009;Antigua and Barbuda;ATG;2009;157.05225
ATG2010;Antigua and Barbuda;ATG;2010;125.37917
ATG2011;Antigua and Barbuda;ATG;2011;162.99594
ATG2012;Antigua and Barbuda;ATG;2012;183.7352
ATG2013;Antigua and Barbuda;ATG;2013;177.7924
ATG2014;Antigua and Barbuda;ATG;2014;218.22522
ATG2015;Antigua and Barbuda;ATG;2015;181.09926
ATG2016;Antigua and Barbuda;ATG;2016;176.05775
ATG2017;Antigua and Barbuda;ATG;2017;192.16563
ATG2018;Antigua and Barbuda;ATG;2018;187.48418
ATG2019;Antigua and Barbuda;ATG;2019;216.84155
ATG2020;Antigua and Barbuda;ATG;2020;197.00922
ATG2021;Antigua and Barbuda;ATG;2021;158.47339
ARG1966;Argentina;ARG;1966;335.62057
ARG1967;Argentina;ARG;1967;375.84045
ARG1968;Argentina;ARG;1968;396.51794
ARG1969;Argentina;ARG;1969;428.27173
ARG1970;Argentina;ARG;1970;418.71698
ARG1977;Argentina;ARG;1977;405.9636
ARG1978;Argentina;ARG;1978;401.04254
ARG1979;Argentina;ARG;1979;417.43887
ARG1980;Argentina;ARG;1980;399.34442
ARG1981;Argentina;ARG;1981;399.25558
ARG1982;Argentina;ARG;1982;370.11154
ARG1983;Argentina;ARG;1983;402.15405
ARG1984;Argentina;ARG;1984;410.7449
ARG1985;Argentina;ARG;1985;380.31046
ARG1986;Argentina;ARG;1986;378.52267
ARG1987;Argentina;ARG;1987;379.20407
ARG1988;Argentina;ARG;1988;353.71768
ARG1989;Argentina;ARG;1989;341.54858
ARG1990;Argentina;ARG;1990;347.03247
ARG1991;Argentina;ARG;1991;331.42654
ARG1992;Argentina;ARG;1992;336.09177
ARG1993;Argentina;ARG;1993;328.75882
ARG1994;Argentina;ARG;1994;295.6187
ARG1995;Argentina;ARG;1995;305.76575
ARG1996;Argentina;ARG;1996;287.45767
ARG1997;Argentina;ARG;1997;234.82921
ARG1998;Argentina;ARG;1998;235.62079
ARG1999;Argentina;ARG;1999;237.77393
ARG2000;Argentina;ARG;2000;216.99747
ARG2001;Argentina;ARG;2001;215.14868
ARG2002;Argentina;ARG;2002;212.10309
ARG2003;Argentina;ARG;2003;207.15826
ARG2004;Argentina;ARG;2004;194.51419
ARG2005;Argentina;ARG;2005;188.04074
ARG2006;Argentina;ARG;2006;182.73055
ARG2007;Argentina;ARG;2007;187.65993
ARG2008;Argentina;ARG;2008;174.23799
ARG2009;Argentina;ARG;2009;169.95134
ARG2010;Argentina;ARG;2010;179.86206
ARG2011;Argentina;ARG;2011;173.71593
ARG2012;Argentina;ARG;2012;168.57495
ARG2013;Argentina;ARG;2013;161.67715
ARG2014;Argentina;ARG;2014;155.36261
ARG2015;Argentina;ARG;2015;159.68933
ARG2016;Argentina;ARG;2016;165.11478
ARG2017;Argentina;ARG;2017;155.17032
ARG2018;Argentina;ARG;2018;150.7534
ARG2019;Argentina;ARG;2019;150.35957
ARG2020;Argentina;ARG;2020;147.20428
ARG2021;Argentina;ARG;2021;159.7745
ARM1981;Armenia;ARM;1981;324.53964
ARM1982;Armenia;ARM;1982;363.07233
ARM1985;Armenia;ARM;1985;385.95648
ARM1986;Armenia;ARM;1986;382.3387
ARM1987;Armenia;ARM;1987;387.3951
ARM1988;Armenia;ARM;1988;401.34216
ARM1989;Armenia;ARM;1989;423.02716
ARM1990;Armenia;ARM;1990;424.95636
ARM1991;Armenia;ARM;1991;421.83612
ARM1992;Armenia;ARM;1992;451.3178
ARM1993;Armenia;ARM;1993;479.2473
ARM1994;Armenia;ARM;1994;411.10696
ARM1995;Armenia;ARM;1995;420.88538
ARM1996;Armenia;ARM;1996;405.86325
ARM1997;Armenia;ARM;1997;376.59076
ARM1998;Armenia;ARM;1998;350.21832
ARM1999;Armenia;ARM;1999;357.95068
ARM2000;Armenia;ARM;2000;332.6742
ARM2001;Armenia;ARM;2001;330.90414
ARM2002;Armenia;ARM;2002;461.39658
ARM2003;Armenia;ARM;2003;463.36203
ARM2006;Armenia;ARM;2006;364.11295
ARM2007;Armenia;ARM;2007;354.03165
ARM2008;Armenia;ARM;2008;403.02014
ARM2009;Armenia;ARM;2009;349.8879
ARM2010;Armenia;ARM;2010;343.95685
ARM2011;Armenia;ARM;2011;323.52078
ARM2012;Armenia;ARM;2012;322.80957
ARM2013;Armenia;ARM;2013;307.88495
ARM2014;Armenia;ARM;2014;312.74008
ARM2015;Armenia;ARM;2015;296.68723
ARM2016;Armenia;ARM;2016;306.29126
ARM2017;Armenia;ARM;2017;334.87628
ARM2018;Armenia;ARM;2018;310.9402
ARM2019;Armenia;ARM;2019;304.684
ARM2020;Armenia;ARM;2020;375.8216
ARM2021;Armenia;ARM;2021;352.69336
ARM2022;Armenia;ARM;2022;298.2016
AUS1950;Australia;AUS;1950;493.1095
AUS1951;Australia;AUS;1951;512.7595
AUS1952;Australia;AUS;1952;516.4505
AUS1953;Australia;AUS;1953;497.5593
AUS1954;Australia;AUS;1954;501.36963
AUS1955;Australia;AUS;1955;492.46622
AUS1956;Australia;AUS;1956;510.82028
AUS1957;Australia;AUS;1957;481.73795
AUS1958;Australia;AUS;1958;475.19052
AUS1959;Australia;AUS;1959;491.94928
AUS1960;Australia;AUS;1960;488.99515
AUS1961;Australia;AUS;1961;475.46445
AUS1962;Australia;AUS;1962;490.12225
AUS1963;Australia;AUS;1963;490.15717
AUS1964;Australia;AUS;1964;507.4913
AUS1965;Australia;AUS;1965;496.11572
AUS1966;Australia;AUS;1966;504.06555
AUS1967;Australia;AUS;1967;482.58133
AUS1968;Australia;AUS;1968;514.8331
AUS1969;Australia;AUS;1969;484.68463
AUS1970;Australia;AUS;1970;497.55493
AUS1971;Australia;AUS;1971;483.0408
AUS1972;Australia;AUS;1972;467.93164
AUS1973;Australia;AUS;1973;461.77042
AUS1974;Australia;AUS;1974;473.06018
AUS1975;Australia;AUS;1975;416.84753
AUS1976;Australia;AUS;1976;416.36823
AUS1977;Australia;AUS;1977;391.42667
AUS1978;Australia;AUS;1978;375.40555
AUS1979;Australia;AUS;1979;355.9882
AUS1980;Australia;AUS;1980;346.9838
AUS1981;Australia;AUS;1981;333.85736
AUS1982;Australia;AUS;1982;331.64572
AUS1983;Australia;AUS;1983;308.6825
AUS1984;Australia;AUS;1984;305.52094
AUS1985;Australia;AUS;1985;301.09277
AUS1986;Australia;AUS;1986;276.90015
AUS1987;Australia;AUS;1987;272.0751
AUS1988;Australia;AUS;1988;257.7469
AUS1989;Australia;AUS;1989;261.9465
AUS1990;Australia;AUS;1990;239.63553
AUS1991;Australia;AUS;1991;227.42978
AUS1992;Australia;AUS;1992;226.56128
AUS1993;Australia;AUS;1993;212.17006
AUS1994;Australia;AUS;1994;212.78877
AUS1995;Australia;AUS;1995;197.34866
AUS1996;Australia;AUS;1996;193.15578
AUS1997;Australia;AUS;1997;181.99896
AUS1998;Australia;AUS;1998;173.76103
AUS1999;Australia;AUS;1999;165.07251
AUS2000;Australia;AUS;2000;154.0971
AUS2001;Australia;AUS;2001;147.2651
AUS2002;Australia;AUS;2002;142.63034
AUS2003;Australia;AUS;2003;134.5257
AUS2004;Australia;AUS;2004;129.08118
AUS2006;Australia;AUS;2006;119.39977
AUS2007;Australia;AUS;2007;113.90773
AUS2008;Australia;AUS;2008;113.730995
AUS2009;Australia;AUS;2009;104.66892
AUS2010;Australia;AUS;2010;99.70675
AUS2011;Australia;AUS;2011;97.5968
AUS2012;Australia;AUS;2012;91.154
AUS2013;Australia;AUS;2013;87.79595
AUS2014;Australia;AUS;2014;88.21639
AUS2015;Australia;AUS;2015;86.83922
AUS2016;Australia;AUS;2016;82.068214
AUS2017;Australia;AUS;2017;79.26224
AUS2018;Australia;AUS;2018;75.062035
AUS2019;Australia;AUS;2019;76.41658
AUS2020;Australia;AUS;2020;69.15979
AUS2021;Australia;AUS;2021;70.51292
AUS2022;Australia;AUS;2022;72.03539
AUT1955;Austria;AUT;1955;410.0745
AUT1956;Austria;AUT;1956;430.77823
AUT1957;Austria;AUT;1957;444.0302
AUT1958;Austria;AUT;1958;417.11496
AUT1959;Austria;AUT;1959;407.35556
AUT1960;Austria;AUT;1960;414.4145
AUT1961;Austria;AUT;1961;399.37622
AUT1962;Austria;AUT;1962;412.1969
AUT1963;Austria;AUT;1963;388.48596
AUT1964;Austria;AUT;1964;374.72247
AUT1965;Austria;AUT;1965;396.25003
AUT1966;Austria;AUT;1966;382.48853
AUT1967;Austria;AUT;1967;408.79886
AUT1968;Austria;AUT;1968;405.8634
AUT1969;Austria;AUT;1969;417.8205
AUT1970;Austria;AUT;1970;417.6453
AUT1971;Austria;AUT;1971;419.16064
AUT1972;Austria;AUT;1972;409.13358
AUT1973;Austria;AUT;1973;388.74213
AUT1974;Austria;AUT;1974;394.43027
AUT1975;Austria;AUT;1975;401.4364
AUT1976;Austria;AUT;1976;401.8031
AUT1977;Austria;AUT;1977;386.54388
AUT1978;Austria;AUT;1978;397.04288
AUT1979;Austria;AUT;1979;375.8615
AUT1980;Austria;AUT;1980;384.2842
AUT1981;Austria;AUT;1981;379.62192
AUT1982;Austria;AUT;1982;369.72232
AUT1983;Austria;AUT;1983;378.68967
AUT1984;Austria;AUT;1984;350.60117
AUT1985;Austria;AUT;1985;350.91806
AUT1986;Austria;AUT;1986;337.73407
AUT1987;Austria;AUT;1987;320.63748
AUT1988;Austria;AUT;1988;311.30542
AUT1989;Austria;AUT;1989;302.77338
AUT1990;Austria;AUT;1990;290.7656
AUT1991;Austria;AUT;1991;295.61993
AUT1992;Austria;AUT;1992;291.15005
AUT1993;Austria;AUT;1993;286.50574
AUT1994;Austria;AUT;1994;275.81192
AUT1995;Austria;AUT;1995;275.2907
AUT1996;Austria;AUT;1996;274.33167
AUT1997;Austria;AUT;1997;267.0061
AUT1998;Austria;AUT;1998;260.6463
AUT1999;Austria;AUT;1999;253.48994
AUT2000;Austria;AUT;2000;235.8798
AUT2001;Austria;AUT;2001;222.60655
AUT2002;Austria;AUT;2002;209.40105
AUT2003;Austria;AUT;2003;197.00291
AUT2004;Austria;AUT;2004;180.48369
AUT2005;Austria;AUT;2005;175.24156
AUT2006;Austria;AUT;2006;167.76112
AUT2007;Austria;AUT;2007;163.58752
AUT2008;Austria;AUT;2008;154.68408
AUT2009;Austria;AUT;2009;155.2084
AUT2010;Austria;AUT;2010;150.69797
AUT2011;Austria;AUT;2011;142.98404
AUT2012;Austria;AUT;2012;144.6829
AUT2013;Austria;AUT;2013;143.33409
AUT2014;Austria;AUT;2014;135.48659
AUT2015;Austria;AUT;2015;141.64326
AUT2016;Austria;AUT;2016;130.9472
AUT2017;Austria;AUT;2017;127.697716
AUT2018;Austria;AUT;2018;125.111595
AUT2019;Austria;AUT;2019;121.11068
AUT2020;Austria;AUT;2020;120.46285
AUT2021;Austria;AUT;2021;114.95767
AZE1981;Azerbaijan;AZE;1981;432.27438
AZE1982;Azerbaijan;AZE;1982;435.75827
AZE1985;Azerbaijan;AZE;1985;459.33325
AZE1986;Azerbaijan;AZE;1986;446.63678
AZE1987;Azerbaijan;AZE;1987;470.78708
AZE1988;Azerbaijan;AZE;1988;493.08148
AZE1989;Azerbaijan;AZE;1989;434.27194
AZE1990;Azerbaijan;AZE;1990;428.7994
AZE1991;Azerbaijan;AZE;1991;447.40863
AZE1992;Azerbaijan;AZE;1992;463.50146
AZE1993;Azerbaijan;AZE;1993;490.32706
AZE1994;Azerbaijan;AZE;1994;479.10165
AZE1995;Azerbaijan;AZE;1995;490.7555
AZE1996;Azerbaijan;AZE;1996;466.2843
AZE1997;Azerbaijan;AZE;1997;453.4867
AZE1998;Azerbaijan;AZE;1998;452.75443
AZE1999;Azerbaijan;AZE;1999;464.10706
AZE2000;Azerbaijan;AZE;2000;493.88245
AZE2001;Azerbaijan;AZE;2001;457.93903
AZE2002;Azerbaijan;AZE;2002;469.9084
AZE2003;Azerbaijan;AZE;2003;484.54285
AZE2004;Azerbaijan;AZE;2004;475.9079
AZE2007;Azerbaijan;AZE;2007;416.46802
BHS1972;Bahamas;BHS;1972;360.84964
BHS1975;Bahamas;BHS;1975;256.02478
BHS1979;Bahamas;BHS;1979;258.28046
BHS1980;Bahamas;BHS;1980;342.64758
BHS1981;Bahamas;BHS;1981;289.02002
BHS1983;Bahamas;BHS;1983;204.05649
BHS1984;Bahamas;BHS;1984;199.78546
BHS1985;Bahamas;BHS;1985;262.14453
BHS1987;Bahamas;BHS;1987;240.13625
BHS1993;Bahamas;BHS;1993;238.36807
BHS1994;Bahamas;BHS;1994;223.13124
BHS1995;Bahamas;BHS;1995;251.60916
BHS1996;Bahamas;BHS;1996;213.92105
BHS1997;Bahamas;BHS;1997;260.99008
BHS1998;Bahamas;BHS;1998;242.09314
BHS1999;Bahamas;BHS;1999;217.9727
BHS2000;Bahamas;BHS;2000;221.27394
BHS2001;Bahamas;BHS;2001;233.66866
BHS2002;Bahamas;BHS;2002;249.9995
BHS2003;Bahamas;BHS;2003;207.32935
BHS2004;Bahamas;BHS;2004;238.57785
BHS2005;Bahamas;BHS;2005;240.10498
BHS2006;Bahamas;BHS;2006;206.22737
BHS2007;Bahamas;BHS;2007;210.66638
BHS2008;Bahamas;BHS;2008;228.98378
BHS2009;Bahamas;BHS;2009;248.21465
BHS2010;Bahamas;BHS;2010;246.71785
BHS2011;Bahamas;BHS;2011;243.10075
BHS2012;Bahamas;BHS;2012;204.78943
BHS2013;Bahamas;BHS;2013;199.8967
BHS2014;Bahamas;BHS;2014;214.66217
BHS2015;Bahamas;BHS;2015;228.0822
BHR1985;Bahrain;BHR;1985;269.0252
BHR1987;Bahrain;BHR;1987;319.06235
BHR1988;Bahrain;BHR;1988;355.8422
BHR1997;Bahrain;BHR;1997;284.2831
BHR1998;Bahrain;BHR;1998;232.76192
BHR1999;Bahrain;BHR;1999;233.23648
BHR2000;Bahrain;BHR;2000;219.77643
BHR2001;Bahrain;BHR;2001;210.20467
BHR2002;Bahrain;BHR;2002;214.20526
BHR2003;Bahrain;BHR;2003;248.76419
BHR2004;Bahrain;BHR;2004;217.85052
BHR2005;Bahrain;BHR;2005;153.15858
BHR2006;Bahrain;BHR;2006;141.33043
BHR2007;Bahrain;BHR;2007;136.93015
BHR2008;Bahrain;BHR;2008;137.42453
BHR2009;Bahrain;BHR;2009;129.50404
BHR2010;Bahrain;BHR;2010;166.06796
BHR2011;Bahrain;BHR;2011;168.31404
BHR2012;Bahrain;BHR;2012;166.51326
BHR2013;Bahrain;BHR;2013;158.1471
BHR2014;Bahrain;BHR;2014;120.86789
BRB1960;Barbados;BRB;1960;403.24478
BRB1961;Barbados;BRB;1961;518.8588
BRB1962;Barbados;BRB;1962;452.2254
BRB1963;Barbados;BRB;1963;430.41663
BRB1964;Barbados;BRB;1964;438.44672
BRB1966;Barbados;BRB;1966;394.99844
BRB1967;Barbados;BRB;1967;381.30115
BRB1968;Barbados;BRB;1968;388.3065
BRB1969;Barbados;BRB;1969;367.79865
BRB1970;Barbados;BRB;1970;388.63333
BRB1971;Barbados;BRB;1971;419.81842
BRB1972;Barbados;BRB;1972;425.09943
BRB1973;Barbados;BRB;1973;403.00458
BRB1974;Barbados;BRB;1974;421.02023
BRB1975;Barbados;BRB;1975;439.52536
BRB1976;Barbados;BRB;1976;416.06662
BRB1977;Barbados;BRB;1977;363.22144
BRB1978;Barbados;BRB;1978;352.43256
BRB1979;Barbados;BRB;1979;386.72574
BRB1980;Barbados;BRB;1980;367.8128
BRB1981;Barbados;BRB;1981;328.62082
BRB1982;Barbados;BRB;1982;274.23593
BRB1983;Barbados;BRB;1983;292.79547
BRB1984;Barbados;BRB;1984;296.35776
BRB1985;Barbados;BRB;1985;313.13443
BRB1986;Barbados;BRB;1986;280.9642
BRB1987;Barbados;BRB;1987;273.91425
BRB1988;Barbados;BRB;1988;275.06253
BRB1989;Barbados;BRB;1989;267.45416
BRB1990;Barbados;BRB;1990;245.96376
BRB1991;Barbados;BRB;1991;234.8456
BRB1992;Barbados;BRB;1992;250.19652
BRB1993;Barbados;BRB;1993;243.0467
BRB1994;Barbados;BRB;1994;250.54546
BRB1995;Barbados;BRB;1995;243.99928
BRB2000;Barbados;BRB;2000;192.03613
BRB2001;Barbados;BRB;2001;123.41746
BRB2002;Barbados;BRB;2002;153.4317
BRB2003;Barbados;BRB;2003;182.96321
BRB2004;Barbados;BRB;2004;142.975
BRB2005;Barbados;BRB;2005;140.30847
BRB2006;Barbados;BRB;2006;142.79459
BRB2007;Barbados;BRB;2007;149.74908
BRB2008;Barbados;BRB;2008;151.4941
BRB2009;Barbados;BRB;2009;142.41075
BRB2010;Barbados;BRB;2010;127.46825
BRB2011;Barbados;BRB;2011;135.39642
BRB2012;Barbados;BRB;2012;124.58909
BRB2013;Barbados;BRB;2013;136.90005
BLR1981;Belarus;BLR;1981;430.78592
BLR1982;Belarus;BLR;1982;432.73544
BLR1985;Belarus;BLR;1985;492.17438
BLR1986;Belarus;BLR;1986;446.29984
BLR1987;Belarus;BLR;1987;457.02924
BLR1988;Belarus;BLR;1988;453.78506
BLR1989;Belarus;BLR;1989;426.3481
BLR1990;Belarus;BLR;1990;411.04684
BLR1991;Belarus;BLR;1991;410.1991
BLR1992;Belarus;BLR;1992;405.884
BLR1993;Belarus;BLR;1993;460.82224
BLR1994;Belarus;BLR;1994;463.2722
BLR1995;Belarus;BLR;1995;471.4839
BLR1996;Belarus;BLR;1996;526.33936
BLR1997;Belarus;BLR;1997;483.05038
BLR1998;Belarus;BLR;1998;495.27243
BLR1999;Belarus;BLR;1999;525.20764
BLR2000;Belarus;BLR;2000;498.23938
BLR2001;Belarus;BLR;2001;524.78625
BLR2002;Belarus;BLR;2002;535.832
BLR2003;Belarus;BLR;2003;526.0676
BLR2007;Belarus;BLR;2007;447.37866
BLR2008;Belarus;BLR;2008;445.19748
BLR2009;Belarus;BLR;2009;455.19818
BLR2010;Belarus;BLR;2010;458.2694
BLR2011;Belarus;BLR;2011;434.4543
BLR2013;Belarus;BLR;2013;394.8182
BLR2014;Belarus;BLR;2014;395.3987
BLR2018;Belarus;BLR;2018;374.85355
BEL1954;Belgium;BEL;1954;358.9636
BEL1955;Belgium;BEL;1955;362.29227
BEL1956;Belgium;BEL;1956;364.0638
BEL1957;Belgium;BEL;1957;349.95038
BEL1958;Belgium;BEL;1958;346.43726
BEL1959;Belgium;BEL;1959;340.08145
BEL1960;Belgium;BEL;1960;367.447
BEL1961;Belgium;BEL;1961;354.2241
BEL1962;Belgium;BEL;1962;400.95587
BEL1963;Belgium;BEL;1963;422.4776
BEL1964;Belgium;BEL;1964;386.25668
BEL1965;Belgium;BEL;1965;406.3532
BEL1966;Belgium;BEL;1966;383.1
BEL1967;Belgium;BEL;1967;390.4405
BEL1968;Belgium;BEL;1968;406.89532
BEL1969;Belgium;BEL;1969;380.6269
BEL1970;Belgium;BEL;1970;371.72095
BEL1971;Belgium;BEL;1971;369.60654
BEL1972;Belgium;BEL;1972;357.2144
BEL1973;Belgium;BEL;1973;346.8209
BEL1974;Belgium;BEL;1974;342.67575
BEL1975;Belgium;BEL;1975;343.6607
BEL1976;Belgium;BEL;1976;333.4592
BEL1977;Belgium;BEL;1977;309.62262
BEL1978;Belgium;BEL;1978;309.6122
BEL1979;Belgium;BEL;1979;304.46512
BEL1980;Belgium;BEL;1980;309.8522
BEL1981;Belgium;BEL;1981;306.35135
BEL1982;Belgium;BEL;1982;300.4351
BEL1983;Belgium;BEL;1983;300.27768
BEL1984;Belgium;BEL;1984;280.80167
BEL1985;Belgium;BEL;1985;269.7577
BEL1986;Belgium;BEL;1986;256.25735
BEL1987;Belgium;BEL;1987;237.99896
BEL1988;Belgium;BEL;1988;227.56454
BEL1989;Belgium;BEL;1989;222.40886
BEL1990;Belgium;BEL;1990;212.35492
BEL1991;Belgium;BEL;1991;205.6404
BEL1992;Belgium;BEL;1992;199.29042
BEL1993;Belgium;BEL;1993;205.7175
BEL1994;Belgium;BEL;1994;194.58472
BEL1995;Belgium;BEL;1995;191.74777
BEL1996;Belgium;BEL;1996;188.97003
BEL1997;Belgium;BEL;1997;182.44392
BEL1998;Belgium;BEL;1998;177.06024
BEL1999;Belgium;BEL;1999;172.40718
BEL2000;Belgium;BEL;2000;173.59244
BEL2001;Belgium;BEL;2001;164.27904
BEL2002;Belgium;BEL;2002;165.15546
BEL2003;Belgium;BEL;2003;162.822
BEL2004;Belgium;BEL;2004;152.66313
BEL2005;Belgium;BEL;2005;145.59904
BEL2006;Belgium;BEL;2006;134.45697
BEL2007;Belgium;BEL;2007;130.86119
BEL2008;Belgium;BEL;2008;126.94927
BEL2009;Belgium;BEL;2009;121.2675
BEL2010;Belgium;BEL;2010;117.09027
BEL2011;Belgium;BEL;2011;109.42321
BEL2012;Belgium;BEL;2012;107.25553
BEL2013;Belgium;BEL;2013;103.95497
BEL2014;Belgium;BEL;2014;97.005714
BEL2015;Belgium;BEL;2015;99.18513
BEL2016;Belgium;BEL;2016;92.9712
BEL2017;Belgium;BEL;2017;90.822235
BEL2018;Belgium;BEL;2018;86.02336
BEL2019;Belgium;BEL;2019;79.2536
BEL2020;Belgium;BEL;2020;76.21669
BLZ1964;Belize;BLZ;1964;226.70326
BLZ1965;Belize;BLZ;1965;234.62416
BLZ1966;Belize;BLZ;1966;168.58409
BLZ1967;Belize;BLZ;1967;227.48087
BLZ1968;Belize;BLZ;1968;211.1069
BLZ1969;Belize;BLZ;1969;178.90689
BLZ1970;Belize;BLZ;1970;231.85172
BLZ1971;Belize;BLZ;1971;166.07233
BLZ1972;Belize;BLZ;1972;178.54538
BLZ1973;Belize;BLZ;1973;194.38354
BLZ1974;Belize;BLZ;1974;200.3964
BLZ1975;Belize;BLZ;1975;196.7433
BLZ1976;Belize;BLZ;1976;215.16217
BLZ1977;Belize;BLZ;1977;162.20233
BLZ1978;Belize;BLZ;1978;205.19788
BLZ1979;Belize;BLZ;1979;210.66922
BLZ1980;Belize;BLZ;1980;311.8919
BLZ1982;Belize;BLZ;1982;300.9561
BLZ1983;Belize;BLZ;1983;251.0516
BLZ1984;Belize;BLZ;1984;291.59164
BLZ1986;Belize;BLZ;1986;174.13658
BLZ1987;Belize;BLZ;1987;180.68925
BLZ1989;Belize;BLZ;1989;234.7263
BLZ1990;Belize;BLZ;1990;197.3573
BLZ1991;Belize;BLZ;1991;224.85826
BLZ1993;Belize;BLZ;1993;238.5572
BLZ1994;Belize;BLZ;1994;219.13074
BLZ1995;Belize;BLZ;1995;228.88678
BLZ1996;Belize;BLZ;1996;210.3398
BLZ1997;Belize;BLZ;1997;254.01146
BLZ1998;Belize;BLZ;1998;280.19034
BLZ1999;Belize;BLZ;1999;250.66298
BLZ2000;Belize;BLZ;2000;518.6093
BLZ2001;Belize;BLZ;2001;233.4651
BLZ2002;Belize;BLZ;2002;240.07275
BLZ2003;Belize;BLZ;2003;261.64844
BLZ2004;Belize;BLZ;2004;251.94215
BLZ2005;Belize;BLZ;2005;257.59128
BLZ2006;Belize;BLZ;2006;246.64368
BLZ2007;Belize;BLZ;2007;232.13118
BLZ2008;Belize;BLZ;2008;195.60446
BLZ2009;Belize;BLZ;2009;229.047
BLZ2010;Belize;BLZ;2010;199.51877
BLZ2011;Belize;BLZ;2011;188.01442
BLZ2012;Belize;BLZ;2012;181.48393
BLZ2013;Belize;BLZ;2013;165.86606
BLZ2014;Belize;BLZ;2014;173.33582
BLZ2015;Belize;BLZ;2015;177.71635
BLZ2016;Belize;BLZ;2016;172.09563
BIH1985;Bosnia and Herzegovina;BIH;1985;346.19904
BIH1986;Bosnia and Herzegovina;BIH;1986;350.00586
BIH1987;Bosnia and Herzegovina;BIH;1987;393.62134
BIH1988;Bosnia and Herzegovina;BIH;1988;413.0299
BIH1989;Bosnia and Herzegovina;BIH;1989;429.2336
BIH1990;Bosnia and Herzegovina;BIH;1990;409.08145
BIH1991;Bosnia and Herzegovina;BIH;1991;402.26788
BIH2011;Bosnia and Herzegovina;BIH;2011;320.89944
BIH2014;Bosnia and Herzegovina;BIH;2014;279.22668
BIH2016;Bosnia and Herzegovina;BIH;2016;329.4472
BIH2017;Bosnia and Herzegovina;BIH;2017;300.38214
BIH2018;Bosnia and Herzegovina;BIH;2018;290.56927
BIH2019;Bosnia and Herzegovina;BIH;2019;251.92137
BIH2020;Bosnia and Herzegovina;BIH;2020;267.74307
BIH2021;Bosnia and Herzegovina;BIH;2021;244.0013
BIH2022;Bosnia and Herzegovina;BIH;2022;225.31462
BRA1979;Brazil;BRA;1979;292.7915
BRA1980;Brazil;BRA;1980;305.28775
BRA1981;Brazil;BRA;1981;304.42712
