id;Entity;Code;Year;Death_rate
TTO1983;Trinidad and Tobago;TTO;1983;493.1647
TTO1984;Trinidad and Tobago;TTO;1984;422.4028
TTO1985;Trinidad and Tobago;TTO;1985;408.68353
TTO1986;Trinidad and Tobago;TTO;1986;405.4364
TTO1987;Trinidad and Tobago;TTO;1987;422.86914
TTO1988;Trinidad and Tobago;TTO;1988;397.5152
TTO1989;Trinidad and Tobago;TTO;1989;406.5677
TTO1990;Trinidad and Tobago;TTO;1990;366.47336
TTO1991;Trinidad and Tobago;TTO;1991;388.26196
TTO1992;Trinidad and Tobago;TTO;1992;347.31223
TTO1993;Trinidad and Tobago;TTO;1993;352.75806
TTO1994;Trinidad and Tobago;TTO;1994;368.9894
TTO1995;Trinidad and Tobago;TTO;1995;378.65356
TTO1996;Trinidad and Tobago;TTO;1996;384.97177
TTO1997;Trinidad and Tobago;TTO;1997;380.2784
TTO1998;Trinidad and Tobago;TTO;1998;386.40714
TTO1999;Trinidad and Tobago;TTO;1999;384.19302
TTO2000;Trinidad and Tobago;TTO;2000;344.0034
TTO2001;Trinidad and Tobago;TTO;2001;336.7387
TTO2002;Trinidad and Tobago;TTO;2002;326.6207
TTO2003;Trinidad and Tobago;TTO;2003;329.84076
TTO2004;Trinidad and Tobago;TTO;2004;306.41116
TTO2005;Trinidad and Tobago;TTO;2005;292.7761
TTO2006;Trinidad and Tobago;TTO;2006;279.21762
TTO2007;Trinidad and Tobago;TTO;2007;254.964
TTO2008;Trinidad and Tobago;TTO;2008;263.56085
TTO2009;Trinidad and Tobago;TTO;2009;240.34967
TTO2010;Trinidad and Tobago;TTO;2010;245.16962
TTO2011;Trinidad and Tobago;TTO;2011;215.54198
TTO2012;Trinidad and Tobago;TTO;2012;224.33752
TUR2009;Turkey;TUR;2009;187.7948
TUR2010;Turkey;TUR;2010;184.57266
TUR2011;Turkey;TUR;2011;181.9235
TUR2012;Turkey;TUR;2012;174.34535
TUR2013;Turkey;TUR;2013;195.07582
TUR2014;Turkey;TUR;2014;200.84702
TUR2015;Turkey;TUR;2015;199.50668
TUR2016;Turkey;TUR;2016;200.6665
TUR2017;Turkey;TUR;2017;195.293
TUR2018;Turkey;TUR;2018;180.27013
TUR2019;Turkey;TUR;2019;171.54158
TKM1981;Turkmenistan;TKM;1981;510.3797
TKM1982;Turkmenistan;TKM;1982;515.6943
TKM1985;Turkmenistan;TKM;1985;524.6145
TKM1986;Turkmenistan;TKM;1986;531.1141
TKM1987;Turkmenistan;TKM;1987;525.36597
TKM1988;Turkmenistan;TKM;1988;536.52954
TKM1989;Turkmenistan;TKM;1989;552.80133
TKM1990;Turkmenistan;TKM;1990;520.6229
TKM1991;Turkmenistan;TKM;1991;609.59607
TKM1992;Turkmenistan;TKM;1992;621.75037
TKM1993;Turkmenistan;TKM;1993;700.99646
TKM1994;Turkmenistan;TKM;1994;766.6425
TKM1995;Turkmenistan;TKM;1995;661.9786
TKM1996;Turkmenistan;TKM;1996;692.0342
TKM1997;Turkmenistan;TKM;1997;645.2939
TKM1998;Turkmenistan;TKM;1998;641.971
TKM1999;Turkmenistan;TKM;1999;551.7787
TKM2000;Turkmenistan;TKM;2000;592.894
TKM2001;Turkmenistan;TKM;2001;572.2757
TKM2002;Turkmenistan;TKM;2002;624.9409
TKM2003;Turkmenistan;TKM;2003;618.9201
TKM2004;Turkmenistan;TKM;2004;610.68713
TKM2005;Turkmenistan;TKM;2005;624.02356
TKM2006;Turkmenistan;TKM;2006;580.63495
TKM2007;Turkmenistan;TKM;2007;564.6019
TKM2008;Turkmenistan;TKM;2008;548.38666
TKM2009;Turkmenistan;TKM;2009;470.20273
TKM2010;Turkmenistan;TKM;2010;459.23972
TKM2011;Turkmenistan;TKM;2011;461.03033
TKM2012;Turkmenistan;TKM;2012;456.1826
TKM2013;Turkmenistan;TKM;2013;449.11835
TKM2014;Turkmenistan;TKM;2014;440.27875
TKM2015;Turkmenistan;TKM;2015;429.99884
UKR1981;Ukraine;UKR;1981;530.6347
UKR1982;Ukraine;UKR;1982;522.87787
UKR1985;Ukraine;UKR;1985;560.6073
UKR1986;Ukraine;UKR;1986;496.58707
UKR1987;Ukraine;UKR;1987;507.51306
UKR1988;Ukraine;UKR;1988;507.022
UKR1989;Ukraine;UKR;1989;468.1056
UKR1990;Ukraine;UKR;1990;443.1929
UKR1991;Ukraine;UKR;1991;460.74054
UKR1992;Ukraine;UKR;1992;472.05692
UKR1993;Ukraine;UKR;1993;532.4475
UKR1994;Ukraine;UKR;1994;563.0171
UKR1995;Ukraine;UKR;1995;588.70166
UKR1996;Ukraine;UKR;1996;583.9628
UKR1997;Ukraine;UKR;1997;581.04193
UKR1998;Ukraine;UKR;1998;561.03186
UKR1999;Ukraine;UKR;1999;577.85236
UKR2000;Ukraine;UKR;2000;593.6343
UKR2001;Ukraine;UKR;2001;582.35016
UKR2002;Ukraine;UKR;2002;600.3251
UKR2003;Ukraine;UKR;2003;615.0593
UKR2004;Ukraine;UKR;2004;607.0711
UKR2005;Ukraine;UKR;2005;621.81
UKR2006;Ukraine;UKR;2006;603.02844
UKR2007;Ukraine;UKR;2007;596.57227
UKR2008;Ukraine;UKR;2008;589.4538
UKR2009;Ukraine;UKR;2009;554.50757
UKR2010;Ukraine;UKR;2010;550.055
UKR2011;Ukraine;UKR;2011;512.90735
UKR2012;Ukraine;UKR;2012;501.4748
UKR2014;Ukraine;UKR;2014;506.37878
UKR2015;Ukraine;UKR;2015;476.65793
UKR2017;Ukraine;UKR;2017;440.9673
UKR2018;Ukraine;UKR;2018;446.88403
UKR2019;Ukraine;UKR;2019;441.3176
ARE2018;United Arab Emirates;ARE;2018;131.36433
ARE2019;United Arab Emirates;ARE;2019;123.299286
ARE2020;United Arab Emirates;ARE;2020;83.12392
GBR1950;United Kingdom;GBR;1950;489.69177
GBR1951;United Kingdom;GBR;1951;517.11804
GBR1952;United Kingdom;GBR;1952;480.25076
GBR1953;United Kingdom;GBR;1953;467.61652
GBR1954;United Kingdom;GBR;1954;473.01398
GBR1955;United Kingdom;GBR;1955;479.89594
GBR1956;United Kingdom;GBR;1956;475.29105
GBR1957;United Kingdom;GBR;1957;452.26712
GBR1958;United Kingdom;GBR;1958;467.52643
GBR1959;United Kingdom;GBR;1959;451.11902
GBR1960;United Kingdom;GBR;1960;452.61966
GBR1961;United Kingdom;GBR;1961;458.51434
GBR1962;United Kingdom;GBR;1962;459.1678
GBR1963;United Kingdom;GBR;1963;466.96323
GBR1964;United Kingdom;GBR;1964;425.84253
GBR1965;United Kingdom;GBR;1965;436.51547
GBR1966;United Kingdom;GBR;1966;435.58542
GBR1967;United Kingdom;GBR;1967;414.09558
GBR1968;United Kingdom;GBR;1968;432.66
GBR1969;United Kingdom;GBR;1969;426.04947
GBR1970;United Kingdom;GBR;1970;417.09665
GBR1971;United Kingdom;GBR;1971;408.4113
GBR1972;United Kingdom;GBR;1972;420.14407
GBR1973;United Kingdom;GBR;1973;411.96945
GBR1974;United Kingdom;GBR;1974;406.02637
GBR1975;United Kingdom;GBR;1975;396.54657
GBR1976;United Kingdom;GBR;1976;393.2048
GBR1977;United Kingdom;GBR;1977;378.836
GBR1978;United Kingdom;GBR;1978;381.04007
GBR1979;United Kingdom;GBR;1979;378.61707
GBR1980;United Kingdom;GBR;1980;361.3298
GBR1981;United Kingdom;GBR;1981;345.1091
GBR1982;United Kingdom;GBR;1982;338.40167
GBR1983;United Kingdom;GBR;1983;332.35376
GBR1984;United Kingdom;GBR;1984;322.20163
GBR1985;United Kingdom;GBR;1985;324.6646
GBR1986;United Kingdom;GBR;1986;312.0695
GBR1987;United Kingdom;GBR;1987;298.0996
GBR1988;United Kingdom;GBR;1988;290.31058
GBR1989;United Kingdom;GBR;1989;282.30447
GBR1990;United Kingdom;GBR;1990;271.63583
GBR1991;United Kingdom;GBR;1991;267.9723
GBR1992;United Kingdom;GBR;1992;257.68005
GBR1993;United Kingdom;GBR;1993;258.59253
GBR1994;United Kingdom;GBR;1994;240.40758
GBR1995;United Kingdom;GBR;1995;237.09076
GBR1996;United Kingdom;GBR;1996;228.78174
GBR1997;United Kingdom;GBR;1997;218.09431
GBR1998;United Kingdom;GBR;1998;213.72824
GBR1999;United Kingdom;GBR;1999;205.23256
GBR2000;United Kingdom;GBR;2000;191.27956
GBR2001;United Kingdom;GBR;2001;191.49309
GBR2002;United Kingdom;GBR;2002;186.5036
GBR2003;United Kingdom;GBR;2003;180.69041
GBR2004;United Kingdom;GBR;2004;166.46188
GBR2005;United Kingdom;GBR;2005;157.06685
GBR2006;United Kingdom;GBR;2006;146.46947
GBR2007;United Kingdom;GBR;2007;139.8344
GBR2008;United Kingdom;GBR;2008;134.8586
GBR2009;United Kingdom;GBR;2009;125.58292
GBR2010;United Kingdom;GBR;2010;121.78128
GBR2011;United Kingdom;GBR;2011;107.423355
GBR2012;United Kingdom;GBR;2012;106.45209
GBR2013;United Kingdom;GBR;2013;104.25039
GBR2014;United Kingdom;GBR;2014;98.987366
GBR2015;United Kingdom;GBR;2015;99.68656
GBR2016;United Kingdom;GBR;2016;95.3241
GBR2017;United Kingdom;GBR;2017;93.27445
GBR2018;United Kingdom;GBR;2018;93.689415
GBR2019;United Kingdom;GBR;2019;87.690834
GBR2020;United Kingdom;GBR;2020;90.82219
USA1950;United States;USA;1950;531.70526
USA1951;United States;USA;1951;524.8672
USA1952;United States;USA;1952;517.24536
USA1953;United States;USA;1953;515.6458
USA1954;United States;USA;1954;490.84772
USA1955;United States;USA;1955;498.24725
USA1956;United States;USA;1956;498.97635
USA1957;United States;USA;1957;507.49536
USA1958;United States;USA;1958;505.3851
USA1959;United States;USA;1959;494.65536
USA1960;United States;USA;1960;498.40283
USA1961;United States;USA;1961;483.98874
USA1962;United States;USA;1962;490.9507
USA1963;United States;USA;1963;494.5292
USA1964;United States;USA;1964;478.33328
USA1965;United States;USA;1965;476.14255
USA1966;United States;USA;1966;474.99802
USA1967;United States;USA;1967;460.53107
USA1968;United States;USA;1968;466.87003
USA1969;United States;USA;1969;452.5236
USA1970;United States;USA;1970;439.4429
USA1971;United States;USA;1971;429.09995
USA1972;United States;USA;1972;428.07486
USA1973;United States;USA;1973;420.05148
USA1974;United States;USA;1974;399.04126
USA1975;United States;USA;1975;369.90097
USA1976;United States;USA;1976;361.65488
USA1977;United States;USA;1977;347.83356
USA1978;United States;USA;1978;340.07343
USA1979;United States;USA;1979;324.59958
USA1980;United States;USA;1980;326.03244
USA1981;United States;USA;1981;313.79025
USA1982;United States;USA;1982;304.3606
USA1983;United States;USA;1983;304.58072
USA1984;United States;USA;1984;292.76324
USA1985;United States;USA;1985;287.6418
USA1986;United States;USA;1986;278.59256
USA1987;United States;USA;1987;271.3784
USA1988;United States;USA;1988;266.8292
USA1989;United States;USA;1989;251.01442
USA1990;United States;USA;1990;245.41653
USA1991;United States;USA;1991;238.7156
USA1992;United States;USA;1992;232.85387
USA1993;United States;USA;1993;235.21797
USA1994;United States;USA;1994;228.77626
USA1995;United States;USA;1995;226.65894
USA1996;United States;USA;1996;221.57298
USA1997;United States;USA;1997;215.75916
USA1998;United States;USA;1998;209.3251
USA1999;United States;USA;1999;206.12608
USA2000;United States;USA;2000;198.92432
USA2001;United States;USA;2001;191.0485
USA2002;United States;USA;2002;186.02496
USA2003;United States;USA;2003;179.61908
USA2004;United States;USA;2004;168.4497
USA2005;United States;USA;2005;163.34738
USA2006;United States;USA;2006;154.67557
USA2007;United States;USA;2007;149.16867
USA2008;United States;USA;2008;148.0418
USA2009;United States;USA;2009;141.39267
USA2010;United States;USA;2010;138.3458
USA2011;United States;USA;2011;134.80379
USA2012;United States;USA;2012;132.41144
USA2013;United States;USA;2013;132.06017
USA2014;United States;USA;2014;130.99333
USA2015;United States;USA;2015;132.92258
USA2016;United States;USA;2016;131.07285
USA2017;United States;USA;2017;131.03789
USA2018;United States;USA;2018;130.0983
USA2019;United States;USA;2019;126.21044
USA2020;United States;USA;2020;132.97804
USA2021;United States;USA;2021;134.24542
URY1955;Uruguay;URY;1955;299.73477
URY1956;Uruguay;URY;1956;296.86987
URY1957;Uruguay;URY;1957;313.21555
URY1958;Uruguay;URY;1958;303.81375
URY1959;Uruguay;URY;1959;349.06577
URY1960;Uruguay;URY;1960;318.94366
URY1963;Uruguay;URY;1963;348.78336
URY1964;Uruguay;URY;1964;371.01108
URY1965;Uruguay;URY;1965;373.0687
URY1966;Uruguay;URY;1966;384.9447
URY1967;Uruguay;URY;1967;400.52887
URY1968;Uruguay;URY;1968;383.1058
URY1969;Uruguay;URY;1969;407.22742
URY1970;Uruguay;URY;1970;390.94547
URY1971;Uruguay;URY;1971;441.93738
URY1972;Uruguay;URY;1972;426.07916
URY1973;Uruguay;URY;1973;405.06467
URY1974;Uruguay;URY;1974;429.35626
URY1975;Uruguay;URY;1975;348.3019
URY1976;Uruguay;URY;1976;363.65088
URY1977;Uruguay;URY;1977;364.47223
URY1978;Uruguay;URY;1978;351.2315
URY1980;Uruguay;URY;1980;347.27594
URY1981;Uruguay;URY;1981;316.01562
URY1982;Uruguay;URY;1982;309.7646
URY1983;Uruguay;URY;1983;330.96353
URY1984;Uruguay;URY;1984;330.91382
URY1985;Uruguay;URY;1985;299.73566
URY1986;Uruguay;URY;1986;299.04575
URY1987;Uruguay;URY;1987;315.5885
URY1988;Uruguay;URY;1988;320.93857
URY1989;Uruguay;URY;1989;294.49454
URY1990;Uruguay;URY;1990;274.5535
URY1993;Uruguay;URY;1993;258.65198
URY1994;Uruguay;URY;1994;235.4198
URY1995;Uruguay;URY;1995;239.8466
URY1996;Uruguay;URY;1996;228.61359
URY1997;Uruguay;URY;1997;211.68097
URY1998;Uruguay;URY;1998;219.7633
URY1999;Uruguay;URY;1999;210.35536
URY2000;Uruguay;URY;2000;196.2997
URY2001;Uruguay;URY;2001;195.16841
URY2002;Uruguay;URY;2002;187.07153
URY2003;Uruguay;URY;2003;195.43385
URY2004;Uruguay;URY;2004;187.66515
URY2005;Uruguay;URY;2005;180.0007
URY2006;Uruguay;URY;2006;165.96814
URY2007;Uruguay;URY;2007;173.63098
URY2008;Uruguay;URY;2008;155.80576
URY2009;Uruguay;URY;2009;146.86967
URY2010;Uruguay;URY;2010;151.77582
URY2012;Uruguay;URY;2012;141.84737
URY2013;Uruguay;URY;2013;133.36638
URY2014;Uruguay;URY;2014;127.17292
URY2015;Uruguay;URY;2015;133.26936
URY2016;Uruguay;URY;2016;132.5821
URY2017;Uruguay;URY;2017;123.697075
URY2018;Uruguay;URY;2018;120.95905
URY2019;Uruguay;URY;2019;116.10632
URY2020;Uruguay;URY;2020;106.46751
UZB1981;Uzbekistan;UZB;1981;427.49948
UZB1982;Uzbekistan;UZB;1982;444.64856
UZB1985;Uzbekistan;UZB;1985;447.44305
UZB1986;Uzbekistan;UZB;1986;434.04773
UZB1987;Uzbekistan;UZB;1987;430.65952
UZB1988;Uzbekistan;UZB;1988;457.0909
UZB1989;Uzbekistan;UZB;1989;449.84366
UZB1990;Uzbekistan;UZB;1990;452.51248
UZB1991;Uzbekistan;UZB;1991;480.50836
UZB1992;Uzbekistan;UZB;1992;505.5781
UZB1993;Uzbekistan;UZB;1993;558.98517
UZB1994;Uzbekistan;UZB;1994;595.4329
UZB1995;Uzbekistan;UZB;1995;587.1021
UZB1996;Uzbekistan;UZB;1996;581.9719
UZB1997;Uzbekistan;UZB;1997;550.1595
UZB1998;Uzbekistan;UZB;1998;587.0876
UZB1999;Uzbekistan;UZB;1999;543.78925
UZB2000;Uzbekistan;UZB;2000;578.819
UZB2001;Uzbekistan;UZB;2001;562.49927
UZB2002;Uzbekistan;UZB;2002;580.9394
UZB2003;Uzbekistan;UZB;2003;560.19635
UZB2004;Uzbekistan;UZB;2004;528.3416
UZB2005;Uzbekistan;UZB;2005;568.2264
UZB2009;Uzbekistan;UZB;2009;513.3439
UZB2010;Uzbekistan;UZB;2010;529.81573
UZB2011;Uzbekistan;UZB;2011;536.1273
UZB2012;Uzbekistan;UZB;2012;528.57666
UZB2013;Uzbekistan;UZB;2013;507.85742
UZB2014;Uzbekistan;UZB;2014;506.98273
UZB2015;Uzbekistan;UZB;2015;487.6102
UZB2016;Uzbekistan;UZB;2016;484.2495
UZB2017;Uzbekistan;UZB;2017;483.45926
UZB2018;Uzbekistan;UZB;2018;456.01877
UZB2019;Uzbekistan;UZB;2019;441.96405
VEN1955;Venezuela;VEN;1955;220.51321
VEN1956;Venezuela;VEN;1956;233.86784
VEN1957;Venezuela;VEN;1957;241.36119
VEN1958;Venezuela;VEN;1958;239.57635
VEN1959;Venezuela;VEN;1959;244.75569
VEN1960;Venezuela;VEN;1960;238.46555
VEN1961;Venezuela;VEN;1961;232.88805
VEN1962;Venezuela;VEN;1962;239.82538
VEN1963;Venezuela;VEN;1963;245.61946
VEN1964;Venezuela;VEN;1964;251.63261
VEN1965;Venezuela;VEN;1965;250.58118
VEN1966;Venezuela;VEN;1966;249.61572
VEN1967;Venezuela;VEN;1967;263.10034
VEN1968;Venezuela;VEN;1968;286.15848
VEN1969;Venezuela;VEN;1969;285.36688
VEN1970;Venezuela;VEN;1970;271.92053
VEN1971;Venezuela;VEN;1971;265.73242
VEN1972;Venezuela;VEN;1972;277.04257
VEN1973;Venezuela;VEN;1973;272.77307
VEN1974;Venezuela;VEN;1974;281.9253
VEN1975;Venezuela;VEN;1975;291.65042
VEN1976;Venezuela;VEN;1976;304.0038
VEN1977;Venezuela;VEN;1977;294.18048
VEN1978;Venezuela;VEN;1978;299.33224
VEN1979;Venezuela;VEN;1979;281.30106
VEN1980;Venezuela;VEN;1980;292.81915
VEN1981;Venezuela;VEN;1981;281.18713
VEN1982;Venezuela;VEN;1982;284.76086
VEN1983;Venezuela;VEN;1983;317.93726
VEN1985;Venezuela;VEN;1985;253.39572
VEN1986;Venezuela;VEN;1986;237.62524
VEN1987;Venezuela;VEN;1987;259.34503
VEN1988;Venezuela;VEN;1988;262.46536
VEN1989;Venezuela;VEN;1989;250.11455
VEN1990;Venezuela;VEN;1990;316.0102
VEN1992;Venezuela;VEN;1992;315.00735
VEN1993;Venezuela;VEN;1993;304.55466
VEN1994;Venezuela;VEN;1994;308.47415
VEN1996;Venezuela;VEN;1996;264.6826
VEN1997;Venezuela;VEN;1997;247.59302
VEN1998;Venezuela;VEN;1998;243.20886
VEN1999;Venezuela;VEN;1999;240.75316
VEN2000;Venezuela;VEN;2000;231.7668
VEN2001;Venezuela;VEN;2001;233.36794
VEN2002;Venezuela;VEN;2002;216.02838
VEN2003;Venezuela;VEN;2003;227.60887
VEN2004;Venezuela;VEN;2004;215.55257
VEN2005;Venezuela;VEN;2005;210.79869
VEN2006;Venezuela;VEN;2006;209.23705
VEN2007;Venezuela;VEN;2007;206.16945
VEN2008;Venezuela;VEN;2008;210.36505
VEN2009;Venezuela;VEN;2009;203.0272
VEN2010;Venezuela;VEN;2010;208.44048
VEN2011;Venezuela;VEN;2011;209.00166
VEN2012;Venezuela;VEN;2012;201.83017
VEN2013;Venezuela;VEN;2013;196.01802
VEN2014;Venezuela;VEN;2014;212.63083
VEN2015;Venezuela;VEN;2015;208.01509
VEN2016;Venezuela;VEN;2016;224.29936
