Code;Year;Age_death;id
NOR;2015;90.753044;NOR_2015
NOR;2016;84.29828;NOR_2016
OMN;2009;123.684006;OMN_2009
OMN;2010;114.82652;OMN_2010
OMN;2014;114.09944;OMN_2014
OMN;2016;136.61028;OMN_2016
OMN;2017;116.65959;OMN_2017
OMN;2018;95.42446;OMN_2018
OMN;2019;101.11881;OMN_2019
OMN;2020;66.20994;OMN_2020
OMN;2021;61.099384;OMN_2021
PAN;1955;219.37776;PAN_1955
PAN;1956;223.36377;PAN_1956
PAN;1957;248.53378;PAN_1957
PAN;1958;221.18317;PAN_1958
PAN;1959;238.5451;PAN_1959
PAN;1960;230.11287;PAN_1960
PAN;1961;248.9648;PAN_1961
PAN;1962;246.55891;PAN_1962
PAN;1963;265.17535;PAN_1963
PAN;1964;253.39726;PAN_1964
PAN;1965;272.9623;PAN_1965
PAN;1966;275.39767;PAN_1966
PAN;1967;247.17441;PAN_1967
PAN;1968;273.10812;PAN_1968
PAN;1969;266.91098;PAN_1969
PAN;1970;266.68542;PAN_1970
PAN;1971;257.8858;PAN_1971
PAN;1972;232.6394;PAN_1972
PAN;1973;217.89282;PAN_1973
PAN;1974;240.47887;PAN_1974
PAN;1975;223.7455;PAN_1975
PAN;1976;227.3997;PAN_1976
PAN;1977;212.69897;PAN_1977
PAN;1978;205.9934;PAN_1978
PAN;1979;223.9151;PAN_1979
PAN;1980;205.77327;PAN_1980
PAN;1981;217.33719;PAN_1981
PAN;1982;197.82585;PAN_1982
PAN;1983;212.01459;PAN_1983
PAN;1984;223.87515;PAN_1984
PAN;1985;209.88107;PAN_1985
PAN;1986;216.44806;PAN_1986
PAN;1987;213.12863;PAN_1987
PAN;1988;188.33067;PAN_1988
PAN;1989;182.35594;PAN_1989
PAN;1996;153.56308;PAN_1996
PAN;1997;164.87273;PAN_1997
PAN;1998;147.93915;PAN_1998
PAN;1999;146.75427;PAN_1999
PAN;2000;137.97401;PAN_2000
PAN;2001;143.1514;PAN_2001
PAN;2002;136.4245;PAN_2002
PAN;2003;139.49756;PAN_2003
PAN;2004;139.82944;PAN_2004
PAN;2005;150.96799;PAN_2005
PAN;2006;135.3081;PAN_2006
PAN;2007;140.9828;PAN_2007
PAN;2008;134.4688;PAN_2008
PAN;2009;142.15744;PAN_2009
PAN;2010;138.15659;PAN_2010
PAN;2011;136.06871;PAN_2011
PAN;2012;128.33694;PAN_2012
PAN;2013;131.34846;PAN_2013
PAN;2014;128.51057;PAN_2014
PAN;2015;125.86383;PAN_2015
PAN;2016;127.67791;PAN_2016
PAN;2017;125.60863;PAN_2017
PAN;2018;127.76051;PAN_2018
PAN;2019;118.14504;PAN_2019
PAN;2021;118.29201;PAN_2021
PRY;2000;155.70454;PRY_2000
PRY;2001;145.96606;PRY_2001
PRY;2002;132.27531;PRY_2002
PRY;2003;130.06233;PRY_2003
PRY;2004;155.92783;PRY_2004
PRY;2005;153.89964;PRY_2005
PRY;2006;167.75606;PRY_2006
PRY;2007;156.55418;PRY_2007
PRY;2008;157.96155;PRY_2008
PRY;2009;174.38686;PRY_2009
PRY;2010;177.39015;PRY_2010
PRY;2011;166.05835;PRY_2011
PRY;2012;155.50029;PRY_2012
PRY;2013;158.13727;PRY_2013
PRY;2014;141.22885;PRY_2014
PRY;2015;146.0188;PRY_2015
PRY;2016;160.10027;PRY_2016
PRY;2017;147.87823;PRY_2017
PRY;2018;156.43214;PRY_2018
PRY;2019;154.85078;PRY_2019
PRY;2020;155.46509;PRY_2020
PRY;2021;171.38795;PRY_2021
PER;1995;107.641914;PER_1995
PER;1996;101.22309;PER_1996
PER;1997;86.698814;PER_1997
PER;1998;93.60189;PER_1998
PER;1999;85.51474;PER_1999
PER;2000;96.43279;PER_2000
PER;2001;93.32331;PER_2001
PER;2002;90.33886;PER_2002
PER;2003;96.8012;PER_2003
PER;2004;95.56057;PER_2004
PER;2005;94.90573;PER_2005
PER;2006;84.42567;PER_2006
PER;2007;85.65005;PER_2007
PER;2008;75.883575;PER_2008
PER;2009;77.395676;PER_2009
PER;2010;79.17447;PER_2010
PER;2011;74.37713;PER_2011
PER;2012;71.15964;PER_2012
PER;2013;69.47598;PER_2013
PER;2014;66.99504;PER_2014
PER;2015;62.015743;PER_2015
PER;2016;54.629208;PER_2016
PER;2017;64.56024;PER_2017
PER;2018;64.8168;PER_2018
PER;2019;64.26168;PER_2019
PER;2020;93.44765;PER_2020
PHL;1963;135.13228;PHL_1963
PHL;1964;138.26715;PHL_1964
PHL;1965;165.86386;PHL_1965
PHL;1966;144.31668;PHL_1966
PHL;1967;156.51753;PHL_1967
PHL;1968;179.15675;PHL_1968
PHL;1969;184.6217;PHL_1969
PHL;1992;310.49152;PHL_1992
PHL;1993;309.9299;PHL_1993
PHL;1994;256.4009;PHL_1994
PHL;1995;272.33926;PHL_1995
PHL;1996;296.7616;PHL_1996
PHL;1997;317.35352;PHL_1997
PHL;1998;302.37854;PHL_1998
PHL;1999;307.95627;PHL_1999
PHL;2000;326.4922;PHL_2000
PHL;2001;332.78082;PHL_2001
PHL;2002;333.35837;PHL_2002
PHL;2003;320.00452;PHL_2003
PHL;2006;333.13596;PHL_2006
PHL;2007;333.07828;PHL_2007
PHL;2008;334.05933;PHL_2008
PHL;2009;347.4071;PHL_2009
PHL;2010;342.25876;PHL_2010
PHL;2011;334.67862;PHL_2011
PHL;2014;299.1619;PHL_2014
PHL;2016;293.48868;PHL_2016
PHL;2017;278.96017;PHL_2017
PHL;2018;274.11188;PHL_2018
PHL;2019;274.10104;PHL_2019
POL;1959;279.65814;POL_1959
POL;1960;284.90033;POL_1960
POL;1961;292.1052;POL_1961
POL;1962;311.35294;POL_1962
POL;1963;303.96457;POL_1963
POL;1964;330.40692;POL_1964
POL;1965;326.80734;POL_1965
POL;1966;323.53024;POL_1966
POL;1967;343.77072;POL_1967
POL;1968;323.03018;POL_1968
POL;1969;346.35248;POL_1969
POL;1970;373.3031;POL_1970
POL;1971;373.45584;POL_1971
POL;1972;357.2912;POL_1972
POL;1973;373.58218;POL_1973
POL;1974;365.14066;POL_1974
POL;1975;373.4476;POL_1975
POL;1976;385.4514;POL_1976
POL;1977;388.6504;POL_1977
POL;1978;399.50214;POL_1978
POL;1979;390.57407;POL_1979
POL;1980;436.42523;POL_1980
POL;1981;400.925;POL_1981
POL;1982;407.19125;POL_1982
POL;1983;417.17624;POL_1983
POL;1984;434.35275;POL_1984
POL;1985;458.59814;POL_1985
POL;1986;449.02054;POL_1986
POL;1987;454.12646;POL_1987
POL;1988;435.88232;POL_1988
POL;1989;441.969;POL_1989
POL;1990;443.43878;POL_1990
POL;1991;458.71597;POL_1991
POL;1992;439.36743;POL_1992
POL;1993;428.8761;POL_1993
POL;1994;410.7587;POL_1994
POL;1995;398.78378;POL_1995
POL;1996;392.64536;POL_1996
POL;1999;349.91614;POL_1999
POL;2000;332.57703;POL_2000
POL;2001;322.90344;POL_2001
POL;2002;307.32004;POL_2002
POL;2003;308.5252;POL_2003
POL;2004;294.69852;POL_2004
POL;2005;285.1241;POL_2005
POL;2006;276.34363;POL_2006
POL;2007;271.59793;POL_2007
POL;2008;265.3606;POL_2008
POL;2009;264.698;POL_2009
POL;2010;249.4241;POL_2010
POL;2011;236.03664;POL_2011
POL;2012;240.06058;POL_2012
POL;2013;233.27928;POL_2013
POL;2014;216.40826;POL_2014
POL;2015;223.78166;POL_2015
POL;2016;201.48987;POL_2016
POL;2017;193.75255;POL_2017
POL;2018;189.17584;POL_2018
POL;2019;182.57413;POL_2019
POL;2020;191.26498;POL_2020
POL;2021;197.42813;POL_2021
PRT;1955;357.78735;PRT_1955
PRT;1956;398.72598;PRT_1956
PRT;1957;370.4113;PRT_1957
PRT;1958;341.01236;PRT_1958
PRT;1959;348.1822;PRT_1959
PRT;1960;335.81476;PRT_1960
PRT;1961;329.20282;PRT_1961
PRT;1962;336.75424;PRT_1962
PRT;1963;343.31375;PRT_1963
PRT;1964;347.7421;PRT_1964
PRT;1965;337.8659;PRT_1965
PRT;1966;360.50266;PRT_1966
PRT;1967;359.63104;PRT_1967
PRT;1968;356.8546;PRT_1968
PRT;1969;400.3172;PRT_1969
PRT;1970;351.65744;PRT_1970
PRT;1971;385.58533;PRT_1971
PRT;1972;373.32227;PRT_1972
PRT;1973;397.66907;PRT_1973
PRT;1974;408.9239;PRT_1974
PRT;1975;378.80594;PRT_1975
PRT;1976;402.02066;PRT_1976
PRT;1977;389.19998;PRT_1977
PRT;1978;390.98334;PRT_1978
PRT;1979;387.407;PRT_1979
PRT;1980;361.6266;PRT_1980
PRT;1981;338.73593;PRT_1981
PRT;1982;319.5546;PRT_1982
PRT;1983;331.12;PRT_1983
PRT;1984;328.8262;PRT_1984
PRT;1985;322.4284;PRT_1985
PRT;1986;305.10608;PRT_1986
PRT;1987;299.44775;PRT_1987
PRT;1988;299.5628;PRT_1988
PRT;1989;277.8898;PRT_1989
PRT;1990;292.47925;PRT_1990
PRT;1991;291.3375;PRT_1991
PRT;1992;271.38345;PRT_1992
PRT;1993;277.88705;PRT_1993
PRT;1994;249.47414;PRT_1994
PRT;1995;246.13902;PRT_1995
PRT;1996;245.10771;PRT_1996
PRT;1997;225.3854;PRT_1997
PRT;1998;221.14323;PRT_1998
PRT;1999;212.07254;PRT_1999
PRT;2000;199.38426;PRT_2000
PRT;2001;192.07751;PRT_2001
PRT;2002;189.95897;PRT_2002
PRT;2003;186.03667;PRT_2003
PRT;2007;137.56633;PRT_2007
PRT;2008;132.4393;PRT_2008
PRT;2009;126.882545;PRT_2009
PRT;2010;122.56958;PRT_2010
PRT;2011;111.30152;PRT_2011
PRT;2012;111.231125;PRT_2012
PRT;2013;105.18662;PRT_2013
PRT;2014;107.89787;PRT_2014
PRT;2015;105.19136;PRT_2015
PRT;2016;103.910385;PRT_2016
PRT;2017;100.87599;PRT_2017
PRT;2018;99.36762;PRT_2018
PRT;2019;95.013466;PRT_2019
PRI;1961;312.25797;PRI_1961
PRI;1962;307.19998;PRI_1962
PRI;1963;310.3855;PRI_1963
PRI;1964;316.85587;PRI_1964
PRI;1965;320.68372;PRI_1965
PRI;1966;317.58633;PRI_1966
PRI;1969;300.8869;PRI_1969
PRI;1970;312.31628;PRI_1970
PRI;1971;308.92407;PRI_1971
PRI;1972;323.28952;PRI_1972
PRI;1973;336.89072;PRI_1973
PRI;1974;349.96255;PRI_1974
PRI;1975;359.41605;PRI_1975
PRI;1976;367.7483;PRI_1976
PRI;1977;344.29105;PRI_1977
PRI;1979;323.59677;PRI_1979
PRI;1980;266.46967;PRI_1980
PRI;1981;268.20425;PRI_1981
PRI;1982;271.0822;PRI_1982
PRI;1983;248.52377;PRI_1983
PRI;1984;257.83624;PRI_1984
PRI;1985;275.82144;PRI_1985
PRI;1986;253.89417;PRI_1986
PRI;1987;270.0403;PRI_1987
PRI;1988;272.17487;PRI_1988
PRI;1989;255.12419;PRI_1989
PRI;1990;242.55948;PRI_1990
PRI;1991;224.98972;PRI_1991
PRI;1992;199.99565;PRI_1992
PRI;1993;197.09991;PRI_1993
PRI;1994;189.96338;PRI_1994
PRI;1995;191.06178;PRI_1995
PRI;1996;185.86511;PRI_1996
PRI;1997;182.54857;PRI_1997
PRI;1998;184.41463;PRI_1998
PRI;1999;168.21858;PRI_1999
PRI;2000;154.79091;PRI_2000
PRI;2001;160.02309;PRI_2001
PRI;2002;145.35606;PRI_2002
PRI;2003;145.69005;PRI_2003
PRI;2004;143.96909;PRI_2004
PRI;2005;144.13257;PRI_2005
PRI;2006;136.42712;PRI_2006
PRI;2007;132.70415;PRI_2007
PRI;2008;124.37396;PRI_2008
PRI;2009;122.758026;PRI_2009
PRI;2010;118.345276;PRI_2010
PRI;2011;117.91556;PRI_2011
PRI;2012;111.09402;PRI_2012
PRI;2013;107.71698;PRI_2013
PRI;2014;107.13853;PRI_2014
PRI;2015;100.20467;PRI_2015
PRI;2016;101.50245;PRI_2016
PRI;2017;105.55735;PRI_2017
PRI;2021;98.46425;PRI_2021
QAT;1995;234.19063;QAT_1995
QAT;2001;299.59964;QAT_2001
QAT;2004;141.69019;QAT_2004
QAT;2005;178.175;QAT_2005
QAT;2006;165.11482;QAT_2006
QAT;2007;117.96159;QAT_2007
QAT;2008;127.57926;QAT_2008
QAT;2009;96.52712;QAT_2009
QAT;2010;97.24098;QAT_2010
QAT;2011;70.710785;QAT_2011
QAT;2012;66.35807;QAT_2012
QAT;2013;58.713596;QAT_2013
QAT;2014;86.412155;QAT_2014
QAT;2015;69.066444;QAT_2015
QAT;2016;114.636215;QAT_2016
QAT;2017;106.33189;QAT_2017
QAT;2019;80.22281;QAT_2019
QAT;2020;93.67135;QAT_2020
QAT;2021;85.76279;QAT_2021
REU;2001;176.99002;REU_2001
REU;2002;182.56061;REU_2002
REU;2003;173.27556;REU_2003
REU;2004;170.20242;REU_2004
REU;2005;175.75334;REU_2005
REU;2006;164.55605;REU_2006
REU;2007;137.49837;REU_2007
REU;2008;129.80815;REU_2008
REU;2009;131.3438;REU_2009
REU;2010;131.05992;REU_2010
REU;2011;113.83005;REU_2011
REU;2012;104.31727;REU_2012
REU;2013;98.1181;REU_2013
REU;2014;90.19239;REU_2014
REU;2015;90.89944;REU_2015
REU;2016;94.062416;REU_2016
ROU;1959;469.2115;ROU_1959
ROU;1960;432.87323;ROU_1960
ROU;1961;404.8243;ROU_1961
ROU;1962;449.15634;ROU_1962
ROU;1963;442.98077;ROU_1963
ROU;1964;406.67203;ROU_1964
ROU;1965;428.63895;ROU_1965
ROU;1966;395.3695;ROU_1966
ROU;1967;400.1563;ROU_1967
ROU;1968;396.02362;ROU_1968
ROU;1969;526.2558;ROU_1969
ROU;1970;504.4284;ROU_1970
ROU;1971;506.18677;ROU_1971
ROU;1972;498.57285;ROU_1972
ROU;1973;531.6463;ROU_1973
ROU;1974;476.2423;ROU_1974
ROU;1975;483.84338;ROU_1975
ROU;1976;511.2658;ROU_1976
ROU;1977;548.825;ROU_1977
ROU;1978;510.72247;ROU_1978
ROU;1980;573.7364;ROU_1980
ROU;1981;539.485;ROU_1981
ROU;1982;537.59686;ROU_1982
ROU;1983;571.0701;ROU_1983
ROU;1984;564.42816;ROU_1984
ROU;1985;574.28864;ROU_1985
ROU;1986;541.9532;ROU_1986
ROU;1987;569.68036;ROU_1987
ROU;1988;560.2579;ROU_1988
ROU;1989;531.1257;ROU_1989
ROU;1990;526.76825;ROU_1990
ROU;1991;544.1967;ROU_1991
ROU;1992;561.6256;ROU_1992
ROU;1993;563.4812;ROU_1993
ROU;1994;553.25964;ROU_1994
ROU;1995;559.8075;ROU_1995
ROU;1996;594.74786;ROU_1996
ROU;1997;567.1308;ROU_1997
ROU;1998;546.8571;ROU_1998
ROU;1999;537.5215;ROU_1999
ROU;2000;497.814;ROU_2000
ROU;2001;492.93265;ROU_2001
ROU;2002;519.23566;ROU_2002
ROU;2003;511.2204;ROU_2003
ROU;2004;482.294;ROU_2004
ROU;2005;479.14038;ROU_2005
ROU;2006;459.51782;ROU_2006
ROU;2007;429.78384;ROU_2007
ROU;2008;414.9637;ROU_2008
ROU;2009;407.5775;ROU_2009
ROU;2010;400.5455;ROU_2010
ROU;2011;378.60556;ROU_2011
ROU;2012;370.88174;ROU_2012
ROU;2013;347.8201;ROU_2013
ROU;2014;343.4207;ROU_2014
ROU;2015;346.58524;ROU_2015
ROU;2016;331.64706;ROU_2016
ROU;2017;329.80502;ROU_2017
ROU;2018;324.00928;ROU_2018
ROU;2019;310.1488;ROU_2019
RUS;1980;540.51624;RUS_1980
RUS;1981;527.37354;RUS_1981
RUS;1982;513.2252;RUS_1982
RUS;1983;529.795;RUS_1983
RUS;1984;559.4162;RUS_1984
RUS;1985;552.89795;RUS_1985
RUS;1986;511.4821;RUS_1986
RUS;1987;516.6498;RUS_1987
RUS;1988;515.6999;RUS_1988
RUS;1989;497.34158;RUS_1989
RUS;1990;501.47797;RUS_1990
RUS;1991;494.5676;RUS_1991
RUS;1992;508.04193;RUS_1992
RUS;1993;595.8176;RUS_1993
RUS;1994;643.0593;RUS_1994
RUS;1995;602.2107;RUS_1995
RUS;1996;569.8174;RUS_1996
RUS;1997;554.39355;RUS_1997
RUS;1998;544.04205;RUS_1998
RUS;1999;585.34595;RUS_1999
RUS;2000;602.8271;RUS_2000
RUS;2001;608.8832;RUS_2001
RUS;2002;630.85675;RUS_2002
RUS;2003;655.21027;RUS_2003
RUS;2004;629.1148;RUS_2004
RUS;2005;630.6599;RUS_2005
RUS;2006;588.9253;RUS_2006
RUS;2007;555.16724;RUS_2007
RUS;2008;546.3973;RUS_2008
RUS;2009;515.44147;RUS_2009
RUS;2010;508.66122;RUS_2010
RUS;2011;464.4689;RUS_2011
RUS;2012;443.60635;RUS_2012
RUS;2013;414.61182;RUS_2013
RUS;2014;392.74933;RUS_2014
RUS;2015;368.79694;RUS_2015
RUS;2016;352.90665;RUS_2016
RUS;2017;331.66583;RUS_2017
RUS;2018;327.73087;RUS_2018
RUS;2019;314.40408;RUS_2019
LCA;1968;302.64844;LCA_1968
LCA;1972;305.65668;LCA_1972
LCA;1973;287.2607;LCA_1973
LCA;1975;370.39426;LCA_1975
LCA;1976;333.67834;LCA_1976
LCA;1977;309.9096;LCA_1977
LCA;1979;349.14978;LCA_1979
LCA;1980;295.66846;LCA_1980
LCA;1981;420.21896;LCA_1981
LCA;1983;290.62286;LCA_1983
LCA;1986;392.3828;LCA_1986
LCA;1987;450.64453;LCA_1987
LCA;1988;401.73303;LCA_1988
LCA;1989;478.9239;LCA_1989
LCA;1990;409.3163;LCA_1990
LCA;1991;341.69513;LCA_1991
LCA;1992;287.38937;LCA_1992
LCA;1993;272.65994;LCA_1993
LCA;1994;281.58603;LCA_1994
LCA;1995;256.0621;LCA_1995
LCA;1996;249.73364;LCA_1996
LCA;1997;260.90564;LCA_1997
LCA;1998;244.09517;LCA_1998
LCA;1999;250.6269;LCA_1999
LCA;2000;171.73302;LCA_2000
LCA;2001;190.52289;LCA_2001
LCA;2002;169.5649;LCA_2002
LCA;2003;214.77313;LCA_2003
LCA;2004;188.6233;LCA_2004
LCA;2005;247.70761;LCA_2005
LCA;2006;198.21309;LCA_2006
LCA;2008;186.12985;LCA_2008
LCA;2009;179.06589;LCA_2009
LCA;2010;200.70564;LCA_2010
LCA;2011;136.71828;LCA_2011
LCA;2012;174.7047;LCA_2012
LCA;2013;186.90839;LCA_2013
LCA;2014;195.25934;LCA_2014
LCA;2015;156.53976;LCA_2015
LCA;2016;168.63205;LCA_2016
LCA;2017;157.87546;LCA_2017
LCA;2018;156.3499;LCA_2018
LCA;2019;174.52597;LCA_2019
LCA;2020;152.78647;LCA_2020
VCT;1970;379.40616;VCT_1970
VCT;1971;464.22498;VCT_1971
VCT;1972;375.49283;VCT_1972
VCT;1974;398.00702;VCT_1974
VCT;1977;382.17612;VCT_1977
VCT;1978;366.02835;VCT_1978
VCT;1979;371.93347;VCT_1979
VCT;1982;290.3497;VCT_1982
VCT;1983;300.46484;VCT_1983
VCT;1984;307.23636;VCT_1984
VCT;1985;410.69437;VCT_1985
VCT;1986;415.79575;VCT_1986
VCT;1987;343.31592;VCT_1987
VCT;1990;282.47797;VCT_1990
VCT;1995;321.97592;VCT_1995
VCT;1996;296.0045;VCT_1996
VCT;1997;322.76178;VCT_1997
VCT;1998;336.84454;VCT_1998
VCT;1999;305.60083;VCT_1999
VCT;2000;240.14275;VCT_2000
VCT;2001;267.29224;VCT_2001
VCT;2002;275.05362;VCT_2002
VCT;2003;282.84778;VCT_2003
VCT;2004;248.42241;VCT_2004
VCT;2005;294.0536;VCT_2005
VCT;2006;259.36594;VCT_2006
VCT;2007;284.49527;VCT_2007
VCT;2008;333.9074;VCT_2008
VCT;2009;294.44778;VCT_2009
VCT;2010;278.71063;VCT_2010
VCT;2011;291.7059;VCT_2011
VCT;2012;256.28604;VCT_2012
VCT;2013;262.8931;VCT_2013
VCT;2014;316.07385;VCT_2014
VCT;2015;221.3325;VCT_2015
VCT;2016;243.8316;VCT_2016
VCT;2017;232.36421;VCT_2017
VCT;2018;248.05063;VCT_2018
VCT;2019;240.15053;VCT_2019
VCT;2020;283.98773;VCT_2020
VCT;2021;292.38162;VCT_2021
STP;1984;146.94917;STP_1984
STP;1985;168.40878;STP_1985
STP;1987;243.2714;STP_1987
SAU;2021;229.60562;SAU_2021
SAU;2022;204.3763;SAU_2022
SRB;1998;505.96536;SRB_1998
SRB;1999;498.0292;SRB_1999
SRB;2000;489.67435;SRB_2000
SRB;2001;450.5142;SRB_2001
SRB;2002;459.51898;SRB_2002
SRB;2003;455.97418;SRB_2003
SRB;2004;435.97885;SRB_2004
SRB;2005;450.86652;SRB_2005
SRB;2006;424.24976;SRB_2006
SRB;2007;405.81665;SRB_2007
SRB;2008;391.98508;SRB_2008
SRB;2009;379.41046;SRB_2009
SRB;2010;367.97205;SRB_2010
SRB;2011;366.0836;SRB_2011
SRB;2012;354.63004;SRB_2012
SRB;2013;336.38904;SRB_2013
SRB;2014;333.2707;SRB_2014
SRB;2015;329.12;SRB_2015
SRB;2016;309.76102;SRB_2016
SRB;2017;314.21652;SRB_2017
SRB;2018;304.3287;SRB_2018
SRB;2019;276.95837;SRB_2019
SRB;2020;288.3274;SRB_2020
SRB;2021;294.32022;SRB_2021
SRB;2022;291.91196;SRB_2022
SYC;1985;272.95593;SYC_1985
SYC;1986;290.74698;SYC_1986
SYC;1987;412.02377;SYC_1987
SYC;2001;351.4828;SYC_2001
SYC;2002;394.81064;SYC_2002
SYC;2003;399.47845;SYC_2003
SYC;2004;369.3255;SYC_2004
SYC;2005;405.1529;SYC_2005
SYC;2006;315.3953;SYC_2006
SYC;2007;226.22556;SYC_2007
SYC;2008;256.1616;SYC_2008
SYC;2009;295.73114;SYC_2009
SYC;2010;237.69968;SYC_2010
SYC;2011;282.86942;SYC_2011
SYC;2012;286.4665;SYC_2012
SYC;2013;229.22893;SYC_2013
SYC;2014;244.59615;SYC_2014
SYC;2015;239.67554;SYC_2015
SYC;2016;257.11688;SYC_2016
SYC;2017;270.72812;SYC_2017
SYC;2019;212.58238;SYC_2019
SYC;2020;221.5519;SYC_2020
SYC;2021;250.81857;SYC_2021
SGP;1963;253.9769;SGP_1963
SGP;1964;258.6871;SGP_1964
SGP;1965;279.6128;SGP_1965
SGP;1966;285.0747;SGP_1966
SGP;1967;293.46732;SGP_1967
SGP;1968;295.9309;SGP_1968
SGP;1969;318.2019;SGP_1969
SGP;1970;290.2756;SGP_1970
SGP;1971;300.1597;SGP_1971
SGP;1972;283.01648;SGP_1972
SGP;1973;294.97675;SGP_1973
SGP;1974;303.14462;SGP_1974
SGP;1975;296.82758;SGP_1975
SGP;1976;339.42694;SGP_1976
SGP;1977;339.07687;SGP_1977
SGP;1978;339.71686;SGP_1978
SGP;1979;345.39774;SGP_1979
SGP;1980;316.17023;SGP_1980
SGP;1981;310.49533;SGP_1981
SGP;1982;306.3777;SGP_1982
SGP;1983;301.31564;SGP_1983
SGP;1984;303.88452;SGP_1984
SGP;1985;292.85962;SGP_1985
SGP;1986;275.17386;SGP_1986
SGP;1987;274.39832;SGP_1987
SGP;1988;272.02316;SGP_1988
SGP;1989;270.9189;SGP_1989
SGP;1990;250.6493;SGP_1990
SGP;1991;225.43193;SGP_1991
SGP;1992;226.9459;SGP_1992
SGP;1993;217.64433;SGP_1993
SGP;1994;216.4698;SGP_1994
SGP;1995;213.3246;SGP_1995
SGP;1996;219.27254;SGP_1996
SGP;1997;204.37724;SGP_1997
SGP;1998;198.48787;SGP_1998
SGP;1999;197.34026;SGP_1999
SGP;2000;189.36967;SGP_2000
SGP;2001;176.61287;SGP_2001
SGP;2002;161.1652;SGP_2002
SGP;2003;163.79167;SGP_2003
SGP;2004;145.53839;SGP_2004
SGP;2005;138.48532;SGP_2005
SGP;2006;132.9975;SGP_2006
SGP;2007;140.60744;SGP_2007
SGP;2008;133.34079;SGP_2008
SGP;2009;122.28943;SGP_2009
SGP;2010;119.3846;SGP_2010
SGP;2011;112.894966;SGP_2011
SGP;2012;107.188416;SGP_2012
SGP;2013;102.86278;SGP_2013
SGP;2014;101.53472;SGP_2014
SGP;2015;98.011314;SGP_2015
SGP;2016;94.36931;SGP_2016
SGP;2017;96.42774;SGP_2017
SGP;2018;90.68081;SGP_2018
SGP;2019;87.71024;SGP_2019
SGP;2020;93.464386;SGP_2020
SGP;2021;102.04664;SGP_2021
SGP;2022;105.26298;SGP_2022
SVK;1992;399.37424;SVK_1992
SVK;1993;393.60718;SVK_1993
SVK;1994;424.24915;SVK_1994
SVK;1995;430.9022;SVK_1995
SVK;1996;410.0676;SVK_1996
SVK;1997;413.58362;SVK_1997
SVK;1998;426.32452;SVK_1998
SVK;1999;402.33606;SVK_1999
SVK;2000;397.6634;SVK_2000
SVK;2001;400.0776;SVK_2001
SVK;2002;387.15457;SVK_2002
SVK;2003;385.47055;SVK_2003
SVK;2004;374.50177;SVK_2004
SVK;2005;378.46735;SVK_2005
SVK;2006;370.17896;SVK_2006
SVK;2007;360.45233;SVK_2007
SVK;2008;342.3766;SVK_2008
SVK;2009;331.55533;SVK_2009
SVK;2010;326.56995;SVK_2010
SVK;2012;258.78455;SVK_2012
SVK;2013;258.23828;SVK_2013
SVK;2014;239.19888;SVK_2014
SVK;2016;228.63351;SVK_2016
SVK;2017;235.44151;SVK_2017
SVK;2018;219.1511;SVK_2018
SVK;2019;210.94542;SVK_2019
SVK;2020;222.9051;SVK_2020
SVK;2021;239.52461;SVK_2021
SVN;1985;396.61398;SVN_1985
SVN;1986;381.0748;SVN_1986
SVN;1987;376.99927;SVN_1987
SVN;1988;355.62552;SVN_1988
SVN;1989;317.89594;SVN_1989
SVN;1990;326.6881;SVN_1990
SVN;1991;327.98544;SVN_1991
SVN;1992;308.95715;SVN_1992
SVN;1993;323.70856;SVN_1993
SVN;1994;300.8854;SVN_1994
SVN;1995;271.8294;SVN_1995
SVN;1996;265.52066;SVN_1996
SVN;1997;250.43034;SVN_1997
SVN;1998;258.52383;SVN_1998
SVN;1999;245.60461;SVN_1999
SVN;2000;232.4933;SVN_2000
SVN;2001;220.24341;SVN_2001
SVN;2002;213.48265;SVN_2002
SVN;2003;216.04254;SVN_2003
SVN;2004;203.61281;SVN_2004
SVN;2005;211.01564;SVN_2005
SVN;2006;191.37881;SVN_2006
SVN;2007;189.56548;SVN_2007
SVN;2008;171.92351;SVN_2008
SVN;2009;169.15262;SVN_2009
SVN;2010;159.93814;SVN_2010
SVN;2011;150.83823;SVN_2011
SVN;2012;149.7408;SVN_2012
SVN;2013;144.31047;SVN_2013
SVN;2014;143.54477;SVN_2014
SVN;2015;143.26997;SVN_2015
SVN;2016;135.14735;SVN_2016
SVN;2017;133.33923;SVN_2017
SVN;2018;129.64638;SVN_2018
SVN;2019;122.54735;SVN_2019
SVN;2020;118.27076;SVN_2020
ZAF;1996;296.16644;ZAF_1996
ZAF;1997;267.7578;ZAF_1997
ZAF;1998;287.71365;ZAF_1998
ZAF;1999;290.50488;ZAF_1999
ZAF;2000;314.50928;ZAF_2000
ZAF;2001;307.50693;ZAF_2001
ZAF;2002;306.8712;ZAF_2002
ZAF;2003;324.64517;ZAF_2003
ZAF;2004;309.02185;ZAF_2004
ZAF;2005;314.11224;ZAF_2005
ZAF;2006;319.27298;ZAF_2006
ZAF;2007;304.9065;ZAF_2007
ZAF;2008;283.26428;ZAF_2008
ZAF;2009;304.3875;ZAF_2009
ZAF;2010;299.98862;ZAF_2010
ZAF;2011;287.86816;ZAF_2011
ZAF;2012;266.55212;ZAF_2012
ZAF;2013;245.51738;ZAF_2013
ZAF;2014;247.52818;ZAF_2014
ZAF;2015;258.1394;ZAF_2015
ZAF;2016;259.0387;ZAF_2016
